cluster	type	np	lnl	w1	w2
12282	All	9	-3093.551955	0.14994	0.14994
12282	Tmi	10	-3093.000497	0.14573	0.24135
12282	Tsi	10	-3089.700060	0.14209	9.55407
12282	TmiTsi	10	-3093.483570	0.15293	0.13296
12283	All	9	-14099.271813	0.16187	0.16187
12283	Tmi	10	-14093.141362	0.15467	0.36129
12283	Tsi	10	-14097.616808	0.15844	0.28465
12283	TmiTsi	10	-14098.100845	0.16885	0.12760
12285	All	9	-7969.340390	0.10617	0.10617
12285	Tmi	10	-7964.237688	0.09961	0.25539
12285	Tsi	10	-7968.992949	0.10490	0.15835
12285	TmiTsi	10	-7968.836326	0.11009	0.08811
12287	All	9	-627.804781	0.04250	0.04250
12287	Tmi	10	-625.796617	0.03777	999.00000
12287	Tsi	10	-627.508138	0.04407	0.00010
12287	TmiTsi	10	-627.802123	0.04295	0.03927
12288	All	9	-1544.996002	0.02004	0.02004
12288	Tmi	10	-1544.352199	0.01865	0.05411
12288	Tsi	10	-1544.524346	0.02062	0.00010
12288	TmiTsi	10	-1544.935046	0.01932	0.02786
12289	All	9	-1859.658854	0.06405	0.06405
12289	Tmi	10	-1859.515920	0.06241	0.08722
12289	Tsi	10	-1859.600326	0.06350	0.09883
12289	TmiTsi	10	-1859.435088	0.05990	0.10735
12291	All	9	-10519.798656	0.13930	0.13930
12291	Tmi	10	-10518.220072	0.13580	0.23034
12291	Tsi	10	-10519.798267	0.13935	0.13775
12291	TmiTsi	10	-10517.269104	0.14969	0.09932
12293	All	9	-1904.951550	0.07744	0.07744
12293	Tmi	10	-1904.535111	0.07988	0.03194
12293	Tsi	10	-1904.587202	0.07954	0.03350
12293	TmiTsi	10	-1904.507353	0.08178	0.02825
12294	All	9	-6185.633626	0.18873	0.18873
12294	Tmi	10	-6185.620464	0.18933	0.17801
12294	Tsi	10	-6185.576944	0.18761	0.21841
12294	TmiTsi	10	-6185.479288	0.18441	0.20884
12296	All	9	-2108.940340	0.05300	0.05300
12296	Tmi	10	-2103.099837	0.04687	1.31141
12296	Tsi	10	-2108.057144	0.05109	0.21198
12296	TmiTsi	10	-2108.896272	0.05445	0.04763
12298	All	9	-3687.164633	0.09014	0.09014
12298	Tmi	10	-3686.980474	0.08875	0.12219
12298	Tsi	10	-3686.280705	0.08757	0.21868
12298	TmiTsi	10	-3687.066403	0.09234	0.07853
12299	All	9	-3456.281254	0.09331	0.09331
12299	Tmi	10	-3455.748166	0.09045	0.13381
12299	Tsi	10	-3456.157895	0.09259	999.00000
12299	TmiTsi	10	-3456.171360	0.09060	0.10377
12300	All	9	-2591.030791	0.13850	0.13850
12300	Tmi	10	-2590.992082	0.13741	0.16012
12300	Tsi	10	-2589.974127	0.14165	0.00010
12300	TmiTsi	10	-2588.981371	0.11999	0.30830
12303	All	9	-924.644962	0.00619	0.00619
12303	Tmi	10	-924.561103	0.00634	0.00010
12303	Tsi	10	-924.583655	0.00630	0.00010
12303	TmiTsi	10	-924.296951	0.00689	0.00010
12305	All	9	-2209.108263	0.20032	0.20032
12305	Tmi	10	-2207.843328	0.18930	0.47670
12305	Tsi	10	-2209.081508	0.20163	0.16781
12305	TmiTsi	10	-2205.889185	0.16908	0.64861
12306	All	9	-2470.620360	0.07200	0.07200
12306	Tmi	10	-2470.599851	0.07253	0.06467
12306	Tsi	10	-2470.490667	0.07321	0.04733
12306	TmiTsi	10	-2470.595227	0.07092	0.07773
12307	All	9	-8083.619952	0.06430	0.06430
12307	Tmi	10	-8081.838010	0.06211	0.12334
12307	Tsi	10	-8077.391867	0.06068	0.69690
12307	TmiTsi	10	-8080.380185	0.05684	0.09245
12309	All	9	-2605.845083	0.14723	0.14723
12309	Tmi	10	-2605.133990	0.14226	0.31081
12309	Tsi	10	-2602.211339	0.13955	999.00000
12309	TmiTsi	10	-2605.792342	0.14998	0.12664
1231	All	9	-3363.465654	0.06538	0.06538
1231	Tmi	10	-3363.314507	0.06453	0.10603
1231	Tsi	10	-3362.441441	0.06319	0.18574
1231	TmiTsi	10	-3363.160603	0.06923	0.05105
12311	All	9	-5638.642435	0.09301	0.09301
12311	Tmi	10	-5638.255334	0.09136	0.13748
12311	Tsi	10	-5638.442474	0.09208	0.13840
12311	TmiTsi	10	-5636.228476	0.08356	0.14941
12312	All	9	-7726.064480	0.03817	0.03817
12312	Tmi	10	-7722.307962	0.03555	0.08927
12312	Tsi	10	-7724.110361	0.03678	0.10293
12312	TmiTsi	10	-7725.869775	0.03709	0.04346
12313	All	9	-7445.313149	0.04031	0.04031
12313	Tmi	10	-7433.928964	0.03632	0.32572
12313	Tsi	10	-7434.040768	0.03609	0.24201
12313	TmiTsi	10	-7444.695261	0.04223	0.03003
12314	All	9	-5591.146137	0.15387	0.15387
12314	Tmi	10	-5590.800850	0.15110	0.20456
12314	Tsi	10	-5588.810281	0.14745	0.41785
12314	TmiTsi	10	-5590.027945	0.14441	0.22514
12317	All	9	-2362.248097	0.00525	0.00525
12317	Tmi	10	-2361.988769	0.00544	0.00010
12317	Tsi	10	-2362.135026	0.00534	0.00010
12317	TmiTsi	10	-2361.513679	0.00583	0.00010
1232	All	9	-2140.718982	0.03078	0.03078
1232	Tmi	10	-2140.667081	0.03123	0.02438
1232	Tsi	10	-2140.324425	0.02980	0.07313
1232	TmiTsi	10	-2140.026723	0.02815	0.06442
12320	All	9	-854.850647	0.01985	0.01985
12320	Tmi	10	-854.408677	0.01835	0.06241
12320	Tsi	10	-852.794360	0.01787	999.00000
12320	TmiTsi	10	-853.616692	0.02327	0.00010
12321	All	9	-1508.105857	0.45134	0.45134
12321	Tmi	10	-1507.847909	0.43113	0.95216
12321	Tsi	10	-1507.151853	0.41793	1.19063
12321	TmiTsi	10	-1508.101654	0.45548	0.43671
12322	All	9	-2796.650760	0.14290	0.14290
12322	Tmi	10	-2796.227338	0.13876	0.22378
12322	Tsi	10	-2795.910572	0.13828	0.46035
12322	TmiTsi	10	-2796.533205	0.13811	0.16550
12324	All	9	-1468.713392	0.08257	0.08257
12324	Tmi	10	-1467.648712	0.07708	0.22052
12324	Tsi	10	-1467.463176	0.07855	0.55502
12324	TmiTsi	10	-1468.712687	0.08228	0.08411
12327	All	9	-3962.591511	0.17260	0.17260
12327	Tmi	10	-3960.682444	0.16408	0.37979
12327	Tsi	10	-3962.295854	0.16963	0.25574
12327	TmiTsi	10	-3961.779959	0.18318	0.11317
12329	All	9	-891.606583	0.05210	0.05210
12329	Tmi	10	-891.606387	0.05205	0.05336
12329	Tsi	10	-890.781650	0.05475	0.00010
12329	TmiTsi	10	-891.485420	0.05476	0.03262
12330	All	9	-4391.186016	0.09493	0.09493
12330	Tmi	10	-4382.830462	0.08281	0.38243
12330	Tsi	10	-4387.184567	0.08868	0.67745
12330	TmiTsi	10	-4390.165583	0.10296	0.05887
12331	All	9	-9271.087655	0.02660	0.02660
12331	Tmi	10	-9269.314503	0.02555	0.05850
12331	Tsi	10	-9270.107154	0.02611	0.07756
12331	TmiTsi	10	-9269.546180	0.02421	0.03705
12334	All	9	-3128.209996	0.04648	0.04648
12334	Tmi	10	-3128.057191	0.04762	0.02950
12334	Tsi	10	-3126.134852	0.04276	0.22144
12334	TmiTsi	10	-3128.180567	0.04538	0.05640
12337	All	9	-3790.749859	0.13758	0.13758
12337	Tmi	10	-3783.781938	0.12452	0.95464
12337	Tsi	10	-3790.124818	0.13396	0.26010
12337	TmiTsi	10	-3790.648194	0.14085	0.12027
12338	All	9	-1528.263277	0.03936	0.03936
12338	Tmi	10	-1528.128660	0.03839	0.06112
12338	Tsi	10	-1528.195562	0.03886	0.06308
12338	TmiTsi	10	-1527.469778	0.03444	0.07524
12339	All	9	-9942.350888	0.14991	0.14991
12339	Tmi	10	-9939.636013	0.14435	0.27881
12339	Tsi	10	-9942.263320	0.14902	0.17285
12339	TmiTsi	10	-9942.222053	0.14750	0.16254
12341	All	9	-2545.318738	0.09390	0.09390
12341	Tmi	10	-2544.477183	0.08981	0.19044
12341	Tsi	10	-2544.680282	0.09096	0.22589
12341	TmiTsi	10	-2543.593087	0.10545	0.04647
12343	All	9	-2756.666877	0.07297	0.07297
12343	Tmi	10	-2756.656263	0.07330	0.06582
12343	Tsi	10	-2756.658979	0.07319	0.06331
12343	TmiTsi	10	-2754.995810	0.06358	0.13508
12345	All	9	-2477.083703	0.02003	0.02003
12345	Tmi	10	-2471.805291	0.01603	0.15623
12345	Tsi	10	-2474.922252	0.01819	0.19091
12345	TmiTsi	10	-2476.962702	0.02086	0.01420
12348	All	9	-2908.832885	0.19623	0.19623
12348	Tmi	10	-2908.823918	0.19691	0.18146
12348	Tsi	10	-2907.384225	0.18722	0.55111
12348	TmiTsi	10	-2907.241803	0.17651	0.34200
12349	All	9	-4116.470650	0.08127	0.08127
12349	Tmi	10	-4115.515376	0.07863	0.15739
12349	Tsi	10	-4116.353922	0.08033	0.10611
12349	TmiTsi	10	-4116.456093	0.08201	0.07674
1235	All	9	-2395.446575	0.12002	0.12002
1235	Tmi	10	-2395.244227	0.11744	0.16618
1235	Tsi	10	-2394.219527	0.11572	0.85514
1235	TmiTsi	10	-2395.371315	0.11735	0.13635
12351	All	9	-1164.266225	0.07356	0.07356
12351	Tmi	10	-1163.132968	0.06678	0.20153
12351	Tsi	10	-1164.053559	0.07432	0.00010
12351	TmiTsi	10	-1164.249232	0.07519	0.06769
12352	All	9	-2943.234220	0.06392	0.06392
12352	Tmi	10	-2942.434828	0.06165	0.14813
12352	Tsi	10	-2943.134946	0.06311	0.08675
12352	TmiTsi	10	-2943.221216	0.06323	0.06730
12353	All	9	-4430.150295	0.13362	0.13362
12353	Tmi	10	-4429.064706	0.12916	0.27833
12353	Tsi	10	-4428.905390	0.12932	0.32814
12353	TmiTsi	10	-4423.222361	0.16073	0.04881
12355	All	9	-6289.159710	0.06423	0.06423
12355	Tmi	10	-6283.321293	0.05925	0.22700
12355	Tsi	10	-6285.185729	0.06064	0.20727
12355	TmiTsi	10	-6289.054642	0.06283	0.07083
12356	All	9	-1201.685392	0.08804	0.08804
12356	Tmi	10	-1201.475103	0.08563	0.15899
12356	Tsi	10	-1201.405443	0.08583	0.30664
12356	TmiTsi	10	-1200.459307	0.07518	0.50910
12358	All	9	-6535.779380	0.12270	0.12270
12358	Tmi	10	-6534.881025	0.11937	0.18581
12358	Tsi	10	-6535.614674	0.12152	0.16020
12358	TmiTsi	10	-6535.755348	0.12375	0.11733
12360	All	9	-131.026568	0.09591	0.09591
12360	Tmi	10	-131.026567	0.09591	0.00010
12360	Tsi	10	-131.026569	0.09591	2.25441
12360	TmiTsi	10	-130.977319	0.08017	0.12127
12361	All	9	-4035.769948	0.03829	0.03829
12361	Tmi	10	-4033.475206	0.03588	0.11425
12361	Tsi	10	-4035.113548	0.03731	0.10250
12361	TmiTsi	10	-4035.757159	0.03866	0.03628
12362	All	9	-4160.489555	0.03870	0.03870
12362	Tmi	10	-4159.908269	0.03769	0.08141
12362	Tsi	10	-4154.929953	0.03532	0.44446
12362	TmiTsi	10	-4160.447430	0.03946	0.03551
12363	All	9	-4637.419617	0.05623	0.05623
12363	Tmi	10	-4634.184188	0.05206	0.15587
12363	Tsi	10	-4636.024281	0.05425	0.20051
12363	TmiTsi	10	-4637.398203	0.05554	0.05984
12364	All	9	-1751.742287	0.10230	0.10230
12364	Tmi	10	-1750.930771	0.09623	0.21859
12364	Tsi	10	-1751.121874	0.09809	0.26546
12364	TmiTsi	10	-1751.338083	0.10971	0.06936
12365	All	9	-3264.060652	0.04089	0.04089
12365	Tmi	10	-3264.041731	0.04113	0.03550
12365	Tsi	10	-3264.005527	0.04061	0.06347
12365	TmiTsi	10	-3263.364987	0.03763	0.06229
12367	All	9	-3194.068437	0.02028	0.02028
12367	Tmi	10	-3193.290270	0.01930	0.04712
12367	Tsi	10	-3191.900974	0.01913	0.35016
12367	TmiTsi	10	-3193.680092	0.01880	0.02793
12372	All	9	-3472.894573	0.18999	0.18999
12372	Tmi	10	-3469.522445	0.17793	0.70562
12372	Tsi	10	-3470.932383	0.18085	0.59425
12372	TmiTsi	10	-3472.773517	0.19507	0.16684
12374	All	9	-4635.745387	0.25119	0.25119
12374	Tmi	10	-4630.078380	0.22705	0.99559
12374	Tsi	10	-4632.901943	0.23528	0.68149
12374	TmiTsi	10	-4635.330649	0.26278	0.20051
12377	All	9	-3389.799723	0.25570	0.25570
12377	Tmi	10	-3389.169912	0.24896	0.45651
12377	Tsi	10	-3389.589310	0.25141	0.36950
12377	TmiTsi	10	-3388.476088	0.23362	0.37333
12379	All	9	-4166.863529	0.15715	0.15715
12379	Tmi	10	-4166.729136	0.15534	0.20218
12379	Tsi	10	-4166.018880	0.15290	0.33948
12379	TmiTsi	10	-4166.088926	0.14669	0.22585
1238	All	9	-3059.483393	0.06033	0.06033
1238	Tmi	10	-3059.242780	0.05900	0.09614
1238	Tsi	10	-3059.435081	0.06092	0.04827
1238	TmiTsi	10	-3059.123907	0.06377	0.04554
12380	All	9	-2972.150022	0.08278	0.08278
12380	Tmi	10	-2971.537369	0.08044	0.15864
12380	Tsi	10	-2968.487850	0.07868	999.00000
12380	TmiTsi	10	-2970.174157	0.09532	0.04006
12381	All	9	-6568.993682	0.15277	0.15277
12381	Tmi	10	-6563.070712	0.14107	0.40038
12381	Tsi	10	-6564.312792	0.14355	0.54597
12381	TmiTsi	10	-6557.545897	0.12422	0.34093
12383	All	9	-3836.326830	0.04982	0.04982
12383	Tmi	10	-3835.341674	0.04757	0.10364
12383	Tsi	10	-3834.671207	0.05137	0.00010
12383	TmiTsi	10	-3834.017375	0.05755	0.02441
12384	All	9	-2364.715054	0.19022	0.19022
12384	Tmi	10	-2364.602758	0.19359	0.15458
12384	Tsi	10	-2364.599241	0.19331	0.10866
12384	TmiTsi	10	-2364.268554	0.20367	0.13534
12385	All	9	-3454.627860	0.15749	0.15749
12385	Tmi	10	-3443.347745	0.13882	999.00000
12385	Tsi	10	-3448.263272	0.13861	0.67549
12385	TmiTsi	10	-3453.609291	0.17057	0.09750
12386	All	9	-1479.678744	0.14222	0.14222
12386	Tmi	10	-1479.403185	0.14591	0.08222
12386	Tsi	10	-1479.679043	0.14222	4.79461
12386	TmiTsi	10	-1476.795772	0.10565	0.41508
12389	All	9	-3301.666384	0.04890	0.04890
12389	Tmi	10	-3291.465632	0.04140	0.43893
12389	Tsi	10	-3291.015211	0.04159	0.66048
12389	TmiTsi	10	-3292.631752	0.06052	0.00982
1239	All	9	-1292.146953	0.10724	0.10724
1239	Tmi	10	-1288.072058	0.09305	1.27835
1239	Tsi	10	-1291.447919	0.10118	0.39579
1239	TmiTsi	10	-1291.841983	0.11736	0.06878
12391	All	9	-6271.609744	0.11503	0.11503
12391	Tmi	10	-6266.339613	0.10711	0.33558
12391	Tsi	10	-6271.286211	0.11350	0.17329
12391	TmiTsi	10	-6268.779760	0.12624	0.06031
12393	All	9	-1617.601642	0.00930	0.00930
12393	Tmi	10	-1616.916694	0.00845	0.03997
12393	Tsi	10	-1617.602033	0.00930	169.00696
12393	TmiTsi	10	-1617.597579	0.00946	0.00878
12394	All	9	-9178.295276	0.10472	0.10472
12394	Tmi	10	-9170.804828	0.09764	0.28344
12394	Tsi	10	-9176.502995	0.10162	0.24214
12394	TmiTsi	10	-9177.993185	0.10187	0.12165
12395	All	9	-2229.476596	0.39877	0.39877
12395	Tmi	10	-2229.401571	0.40414	0.29164
12395	Tsi	10	-2229.384564	0.39278	0.50431
12395	TmiTsi	10	-2228.946111	0.37109	0.55803
12396	All	9	-7426.275837	0.14653	0.14653
12396	Tmi	10	-7420.612320	0.13803	0.47000
12396	Tsi	10	-7424.623888	0.14203	0.29587
12396	TmiTsi	10	-7424.983154	0.15543	0.10876
12399	All	9	-2936.052813	0.05586	0.05586
12399	Tmi	10	-2934.637742	0.05299	0.14199
12399	Tsi	10	-2936.052197	0.05581	0.05744
12399	TmiTsi	10	-2935.980445	0.05703	0.04746
1240	All	9	-2109.347522	0.08056	0.08056
1240	Tmi	10	-2106.581048	0.07288	0.27250
1240	Tsi	10	-2104.631396	0.07215	0.99245
1240	TmiTsi	10	-2099.903990	0.10855	0.00735
12400	All	9	-2952.798100	0.14764	0.14764
12400	Tmi	10	-2952.261054	0.14379	0.27844
12400	Tsi	10	-2952.419111	0.14456	0.29487
12400	TmiTsi	10	-2952.793446	0.14676	0.15201
12401	All	9	-5297.879883	0.07741	0.07741
12401	Tmi	10	-5296.942141	0.07496	0.13791
12401	Tsi	10	-5297.036839	0.07566	0.18256
12401	TmiTsi	10	-5297.138349	0.08167	0.05164
12403	All	9	-6828.000216	0.13586	0.13586
12403	Tmi	10	-6826.544460	0.13162	0.25810
12403	Tsi	10	-6824.461515	0.13014	0.47511
12403	TmiTsi	10	-6827.908826	0.13340	0.14802
12404	All	9	-2392.520532	0.10134	0.10134
12404	Tmi	10	-2391.224008	0.09477	0.20475
12404	Tsi	10	-2392.443473	0.10031	0.22020
12404	TmiTsi	10	-2392.517014	0.10065	0.10384
12405	All	9	-1191.100108	0.13191	0.13191
12405	Tmi	10	-1188.578011	0.12020	1.20906
12405	Tsi	10	-1191.099506	0.13170	0.14169
12405	TmiTsi	10	-1190.710438	0.11968	0.21789
12408	All	9	-15593.808475	0.07957	0.07957
12408	Tmi	10	-15587.317131	0.07578	0.18347
12408	Tsi	10	-15589.897194	0.07697	0.18621
12408	TmiTsi	10	-15590.910896	0.08528	0.05720
12409	All	9	-2360.886159	0.13180	0.13180
12409	Tmi	10	-2360.884151	0.13198	0.12486
12409	Tsi	10	-2360.553008	0.12929	0.26629
12409	TmiTsi	10	-2360.293772	0.14059	0.08815
1241	All	9	-5181.024157	0.08583	0.08583
1241	Tmi	10	-5180.061842	0.08310	0.15584
1241	Tsi	10	-5174.276682	0.07898	0.57192
1241	TmiTsi	10	-5180.973949	0.08717	0.08029
12411	All	9	-2581.815454	0.10484	0.10484
12411	Tmi	10	-2580.145093	0.09982	0.33919
12411	Tsi	10	-2580.309188	0.10021	0.36389
12411	TmiTsi	10	-2580.209863	0.11892	0.05777
12413	All	9	-9076.879858	0.09442	0.09442
12413	Tmi	10	-9075.941907	0.09228	0.14832
12413	Tsi	10	-9076.537580	0.09334	0.13688
12413	TmiTsi	10	-9075.970117	0.08950	0.11975
12414	All	9	-2654.646767	0.06352	0.06352
12414	Tmi	10	-2652.094571	0.05738	0.18151
12414	Tsi	10	-2652.606607	0.05922	0.24777
12414	TmiTsi	10	-2654.642436	0.06400	0.05967
12417	All	9	-9854.353513	0.16097	0.16097
12417	Tmi	10	-9850.173457	0.15350	0.36348
12417	Tsi	10	-9848.253133	0.15282	0.56272
12417	TmiTsi	10	-9852.263761	0.17225	0.11775
12420	All	9	-4055.049990	0.05148	0.05148
12420	Tmi	10	-4055.048134	0.05156	0.04980
12420	Tsi	10	-4053.157418	0.04924	0.26940
12420	TmiTsi	10	-4054.925319	0.04987	0.05916
12421	All	9	-10876.428120	0.04572	0.04572
12421	Tmi	10	-10873.844341	0.04413	0.10626
12421	Tsi	10	-10876.392296	0.04588	0.03958
12421	TmiTsi	10	-10874.875217	0.04270	0.06195
12422	All	9	-5729.885797	0.08884	0.08884
12422	Tmi	10	-5724.879420	0.08209	0.25576
12422	Tsi	10	-5729.200600	0.08683	0.15709
12422	TmiTsi	10	-5729.635620	0.08584	0.10377
12423	All	9	-4093.061237	0.07223	0.07223
12423	Tmi	10	-4091.086166	0.06794	0.15870
12423	Tsi	10	-4093.031859	0.07186	0.08618
12423	TmiTsi	10	-4091.145511	0.07998	0.03904
12424	All	9	-4150.460943	0.05008	0.05008
12424	Tmi	10	-4150.254234	0.04936	0.07307
12424	Tsi	10	-4150.406783	0.05037	0.03184
12424	TmiTsi	10	-4150.336103	0.04847	0.05625
12425	All	9	-10555.399517	0.14549	0.14549
12425	Tmi	10	-10550.024179	0.13846	0.36113
12425	Tsi	10	-10551.963041	0.14017	0.33993
12425	TmiTsi	10	-10554.556579	0.15143	0.11784
12426	All	9	-5900.187157	0.13720	0.13720
12426	Tmi	10	-5896.242241	0.13014	0.54323
12426	Tsi	10	-5900.009822	0.13559	0.17326
12426	TmiTsi	10	-5899.868878	0.13221	0.16587
12427	All	9	-4942.612271	0.27096	0.27096
12427	Tmi	10	-4941.681415	0.26233	0.43296
12427	Tsi	10	-4942.581566	0.26973	0.31321
12427	TmiTsi	10	-4942.303966	0.28037	0.22989
1243	All	9	-7062.531333	0.38045	0.38045
1243	Tmi	10	-7062.530177	0.38003	0.38726
1243	Tsi	10	-7062.508616	0.37880	0.41512
1243	TmiTsi	10	-7060.851256	0.34788	0.56237
12431	All	9	-5504.860941	0.14121	0.14121
12431	Tmi	10	-5504.822512	0.14192	0.12147
12431	Tsi	10	-5503.176087	0.13632	0.29918
12431	TmiTsi	10	-5504.855491	0.14184	0.13800
12434	All	9	-3761.738368	0.20408	0.20408
12434	Tmi	10	-3760.416869	0.19657	0.39609
12434	Tsi	10	-3761.239923	0.20004	0.52230
12434	TmiTsi	10	-3760.367656	0.18676	0.30849
12436	All	9	-2234.628904	0.08343	0.08343
12436	Tmi	10	-2230.034519	0.07357	0.34305
12436	Tsi	10	-2234.647719	0.08279	0.10413
12436	TmiTsi	10	-2234.173807	0.07736	0.11120
12437	All	9	-8962.136721	0.09064	0.09064
12437	Tmi	10	-8944.890317	0.08070	0.45485
12437	Tsi	10	-8959.320553	0.08741	0.24261
12437	TmiTsi	10	-8962.124663	0.09114	0.08823
12438	All	9	-1193.392036	0.04498	0.04498
12438	Tmi	10	-1193.385012	0.04470	0.05163
12438	Tsi	10	-1193.367751	0.04454	0.05828
12438	TmiTsi	10	-1192.489841	0.03813	0.08553
12439	All	9	-12177.372987	0.08685	0.08685
12439	Tmi	10	-12172.160268	0.08223	0.19647
12439	Tsi	10	-12172.980673	0.08289	0.19545
12439	TmiTsi	10	-12175.952687	0.08250	0.11356
1244	All	9	-1545.395662	0.00857	0.00857
1244	Tmi	10	-1545.106009	0.00878	0.00010
1244	Tsi	10	-1544.718227	0.00798	0.04168
1244	TmiTsi	10	-1545.011588	0.00743	0.01328
12443	All	9	-2910.196156	0.25354	0.25354
12443	Tmi	10	-2909.643486	0.24418	0.38028
12443	Tsi	10	-2909.223961	0.24268	0.71832
12443	TmiTsi	10	-2910.015506	0.26243	0.19180
12444	All	9	-5110.664718	0.13310	0.13310
12444	Tmi	10	-5109.450874	0.12861	0.23882
12444	Tsi	10	-5108.802321	0.12846	0.34004
12444	TmiTsi	10	-5110.408008	0.13721	0.11304
12445	All	9	-2883.894147	0.04372	0.04372
12445	Tmi	10	-2879.167268	0.03871	0.24091
12445	Tsi	10	-2881.558413	0.04181	999.00000
12445	TmiTsi	10	-2878.728529	0.03309	0.13211
12447	All	9	-1267.653944	0.02852	0.02852
12447	Tmi	10	-1267.542335	0.02784	0.04967
12447	Tsi	10	-1267.392114	0.02908	0.00010
12447	TmiTsi	10	-1266.399258	0.02308	0.19117
12448	All	9	-2024.656911	0.19590	0.19590
12448	Tmi	10	-2024.297508	0.20128	0.11890
12448	Tsi	10	-2023.274385	0.20977	0.00010
12448	TmiTsi	10	-2023.308370	0.17263	0.39261
12449	All	9	-3761.091065	0.13518	0.13518
12449	Tmi	10	-3758.998110	0.12866	0.43099
12449	Tsi	10	-3759.051262	0.12847	0.39046
12449	TmiTsi	10	-3760.513358	0.14403	0.10533
1245	All	9	-896.514713	0.16141	0.16141
1245	Tmi	10	-892.478052	0.13755	3.54424
1245	Tsi	10	-895.673553	0.15045	0.47975
1245	TmiTsi	10	-896.036326	0.14535	0.25695
12451	All	9	-1481.449571	0.00421	0.00421
12451	Tmi	10	-1478.483187	0.00892	0.00080
12451	Tsi	10	-1481.449561	0.00421	0.00010
12451	TmiTsi	10	-1481.027629	0.00450	0.00010
12452	All	9	-1180.920475	0.34791	0.34791
12452	Tmi	10	-1177.181211	0.31836	999.00000
12452	Tsi	10	-1179.396538	0.30934	0.88887
12452	TmiTsi	10	-1179.869760	0.30214	0.65433
12456	All	9	-4424.488757	0.08369	0.08369
12456	Tmi	10	-4424.488747	0.08370	0.08352
12456	Tsi	10	-4424.009183	0.08217	0.18160
12456	TmiTsi	10	-4424.348868	0.08590	0.07261
12457	All	9	-2122.701143	0.10046	0.10046
12457	Tmi	10	-2122.560799	0.09892	0.16211
12457	Tsi	10	-2122.354912	0.09849	0.26594
12457	TmiTsi	10	-2122.368080	0.10692	0.07561
12458	All	9	-14073.380309	0.27016	0.27016
12458	Tmi	10	-14072.161103	0.26404	0.39011
12458	Tsi	10	-14068.439747	0.25751	0.54536
12458	TmiTsi	10	-14073.274559	0.27364	0.25384
12459	All	9	-3745.123175	0.15382	0.15382
12459	Tmi	10	-3745.109728	0.15445	0.14349
12459	Tsi	10	-3744.019832	0.14863	0.41596
12459	TmiTsi	10	-3745.026185	0.15749	0.13792
12462	All	9	-5954.006845	0.06042	0.06042
12462	Tmi	10	-5952.353257	0.05830	0.14257
12462	Tsi	10	-5953.474375	0.05913	0.09755
12462	TmiTsi	10	-5953.834526	0.05885	0.06998
12464	All	9	-3296.691285	0.04444	0.04444
12464	Tmi	10	-3295.950342	0.04299	0.11383
12464	Tsi	10	-3296.031566	0.04300	0.10078
12464	TmiTsi	10	-3296.690910	0.04436	0.04492
12465	All	9	-2721.378547	0.05025	0.05025
12465	Tmi	10	-2721.071525	0.04912	0.08664
12465	Tsi	10	-2720.062786	0.04841	0.54035
12465	TmiTsi	10	-2721.063848	0.04700	0.06640
12466	All	9	-7918.056749	0.29835	0.29835
12466	Tmi	10	-7914.802338	0.28632	0.72312
12466	Tsi	10	-7916.466105	0.28998	0.53997
12466	TmiTsi	10	-7917.896795	0.30420	0.26945
12469	All	9	-2794.016159	0.05634	0.05634
12469	Tmi	10	-2792.779505	0.05368	0.13379
12469	Tsi	10	-2793.599194	0.05725	0.00010
12469	TmiTsi	10	-2793.652046	0.06005	0.04399
12471	All	9	-1538.463983	0.16357	0.16357
12471	Tmi	10	-1537.213438	0.15091	0.39665
12471	Tsi	10	-1538.453246	0.16273	0.20107
12471	TmiTsi	10	-1537.929213	0.14832	0.31347
12472	All	9	-4362.050814	0.22184	0.22184
12472	Tmi	10	-4361.781621	0.21788	0.29242
12472	Tsi	10	-4357.929264	0.20856	1.19453
12472	TmiTsi	10	-4361.719309	0.21352	0.27836
12473	All	9	-6264.963754	0.12835	0.12835
12473	Tmi	10	-6254.177281	0.11405	0.51965
12473	Tsi	10	-6257.660779	0.11768	0.68705
12473	TmiTsi	10	-6264.962952	0.12857	0.12743
12474	All	9	-1345.349229	0.20997	0.20997
12474	Tmi	10	-1344.510236	0.20234	999.00000
12474	Tsi	10	-1344.823632	0.20237	0.46720
12474	TmiTsi	10	-1345.232314	0.22048	0.18197
12476	All	9	-6384.579120	0.34175	0.34175
12476	Tmi	10	-6384.571430	0.34076	0.35404
12476	Tsi	10	-6382.912534	0.33067	0.74985
12476	TmiTsi	10	-6383.819430	0.32488	0.44977
12477	All	9	-5017.689786	0.31114	0.31114
12477	Tmi	10	-5016.725111	0.30207	0.53924
12477	Tsi	10	-5017.676547	0.31009	0.33732
12477	TmiTsi	10	-5015.768842	0.28347	0.46174
12479	All	9	-4067.364775	0.10368	0.10368
12479	Tmi	10	-4067.089993	0.10211	0.15472
12479	Tsi	10	-4065.117855	0.09922	0.44299
12479	TmiTsi	10	-4067.325516	0.10535	0.09740
12481	All	9	-1461.201401	0.18803	0.18803
12481	Tmi	10	-1460.057016	0.17779	0.52716
12481	Tsi	10	-1461.008767	0.18456	0.41601
12481	TmiTsi	10	-1461.127810	0.18228	0.21943
12482	All	9	-5404.199678	0.26057	0.26057
12482	Tmi	10	-5403.859987	0.25542	0.32858
12482	Tsi	10	-5401.744762	0.24967	1.01616
