cluster	length	speices	N	S	dN	dS	NdN	SdS	w	lnl
11437	180	Tsi	136.5	43.5	0.021714	0.197705	2.963961	8.6001675	0.1098	-634.019676
11438	468	Cid	333.2	134.8	0.032510	0.210190	10.832332	28.333612	0.1547	-1513.373439
11438	468	Dre	333.2	134.8	0.041488	0.493585	13.8238016	66.535258	0.0841	-1513.373439
11438	468	Ipu	333.2	134.8	0.118846	0.936211	39.5994872	126.2012428	0.1269	-1513.373439
11438	468	Tmi	333.2	134.8	0.012070	0.000012	4.021724	0.0016176	999.0000	-1513.373439
11438	468	Tsi	333.2	134.8	0.007171	0.079130	2.3893772	10.666724	0.0906	-1513.373439
11443	3663	Cid	2518.1	1144.9	0.021067	0.088164	53.0488127	100.9389636	0.2390	-11524.008376
11443	3663	Dre	2518.1	1144.9	0.021872	0.206719	55.0758832	236.6725831	0.1058	-11524.008376
11443	3663	Ipu	2518.1	1144.9	0.141966	0.920106	357.4845846	1053.4293594	0.1543	-11524.008376
11443	3663	Tmi	2518.1	1144.9	0.017764	0.058587	44.7315284	67.0762563	0.3032	-11524.008376
11443	3663	Tsi	2518.1	1144.9	0.013732	0.039402	34.5785492	45.1113498	0.3485	-11524.008376
11445	2823	Cid	2092.6	730.4	0.011928	0.129241	24.9605328	94.3976264	0.0923	-8363.039328
11445	2823	Dre	2092.6	730.4	0.018729	0.242365	39.1923054	177.023396	0.0773	-8363.039328
11445	2823	Ipu	2092.6	730.4	0.090478	1.061498	189.3342628	775.3181392	0.0852	-8363.039328
11445	2823	Tmi	2092.6	730.4	0.006819	0.026532	14.2694394	19.3789728	0.2570	-8363.039328
11445	2823	Tsi	2092.6	730.4	0.006762	0.046112	14.1501612	33.6802048	0.1466	-8363.039328
11447	1140	Cid	851.3	288.7	0.046717	0.123238	39.7701821	35.5788106	0.3791	-3583.205582
11447	1140	Dre	851.3	288.7	0.034540	0.234632	29.403902	67.7382584	0.1472	-3583.205582
11447	1140	Ipu	851.3	288.7	0.148126	1.711103	126.0996638	493.9954361	0.0866	-3583.205582
11447	1140	Tmi	851.3	288.7	0.010681	0.027924	9.0927353	8.0616588	0.3825	-3583.205582
11447	1140	Tsi	851.3	288.7	0.007758	0.011592	6.6043854	3.3466104	0.6692	-3583.205582
11448	1470	Cid	1083.9	386.1	0.004358	0.088502	4.7236362	34.1706222	0.0492	-3764.175781
11448	1470	Dre	1083.9	386.1	0.009425	0.268640	10.2157575	103.721904	0.0351	-3764.175781
11448	1470	Ipu	1083.9	386.1	0.024343	1.197828	26.3853777	462.4813908	0.0203	-3764.175781
11448	1470	Tmi	1083.9	386.1	0.004754	0.055927	5.1528606	21.5934147	0.0850	-3764.175781
11448	1470	Tsi	1083.9	386.1	0.005560	0.022101	6.026484	8.5331961	0.2516	-3764.175781
11451	11451	Cid	6652.9	2398.1	0.008352	0.099779	55.5650208	239.2800199	0.0837	-24197.046595
11451	11451	Dre	6652.9	2398.1	0.019982	0.241361	132.9382478	578.8078141	0.0828	-24197.046595
11451	11451	Ipu	6652.9	2398.1	0.040157	0.898747	267.1605053	2155.2851807	0.0447	-24197.046595
11451	11451	Tmi	6652.9	2398.1	0.008175	0.050643	54.3874575	121.4469783	0.1614	-24197.046595
11451	11451	Tsi	6652.9	2398.1	0.006935	0.036208	46.1378615	86.8304048	0.1915	-24197.046595
11453	618	Cid	470.0	148.0	0.004978	0.070501	2.33966	10.434148	0.0706	-1472.596178
11453	618	Dre	470.0	148.0	0.007947	0.158758	3.73509	23.496184	0.0501	-1472.596178
11453	618	Ipu	470.0	148.0	0.030551	0.595022	14.35897	88.063256	0.0513	-1472.596178
11453	618	Tmi	470.0	148.0	0.000003	0.025213	0.00141	3.731524	0.0001	-1472.596178
11453	618	Tsi	470.0	148.0	0.010695	0.049135	5.02665	7.27198	0.2177	-1472.596178
11454	612	Cid	462.7	149.3	0.020926	0.179641	9.6824602	26.8204013	0.1165	-2019.075677
11454	612	Dre	462.7	149.3	0.058188	0.242699	26.9235876	36.2349607	0.2398	-2019.075677
11454	612	Ipu	462.7	149.3	0.065298	2.315605	30.2133846	345.7198265	0.0282	-2019.075677
11454	612	Tmi	462.7	149.3	0.014917	0.045762	6.9020959	6.8322666	0.3260	-2019.075677
11454	612	Tsi	462.7	149.3	0.011769	0.035992	5.4455163	5.3736056	0.3270	-2019.075677
11456	1128	Cid	879.2	248.8	0.013401	0.150322	11.7821592	37.4001136	0.0892	-3222.839552
11456	1128	Dre	879.2	248.8	0.009947	0.407927	8.7454024	101.4922376	0.0244	-3222.839552
11456	1128	Ipu	879.2	248.8	0.156043	2.318097	137.1930056	576.7425336	0.0673	-3222.839552
11456	1128	Tmi	879.2	248.8	0.003498	0.026947	3.0754416	6.7044136	0.1298	-3222.839552
11456	1128	Tsi	879.2	248.8	0.000008	0.076884	0.0070336	19.1287392	0.0001	-3222.839552
11457	2487	Cid	1845.4	641.6	0.004188	0.084831	7.7285352	54.4275696	0.0494	-6298.423398
11457	2487	Dre	1845.4	641.6	0.009100	0.239271	16.79314	153.5162736	0.0380	-6298.423398
11457	2487	Ipu	1845.4	641.6	0.034913	1.284671	64.4284502	824.2449136	0.0272	-6298.423398
11457	2487	Tmi	1845.4	641.6	0.004857	0.061863	8.9631078	39.6913008	0.0785	-6298.423398
11457	2487	Tsi	1845.4	641.6	0.000638	0.029114	1.1773652	18.6795424	0.0219	-6298.423398
11458	495	Cid	390.2	104.8	0.003268	0.145306	1.2751736	15.2280688	0.0225	-1413.650912
11458	495	Dre	390.2	104.8	0.018163	0.206693	7.0872026	21.6614264	0.0879	-1413.650912
11458	495	Ipu	390.2	104.8	0.111992	2.241292	43.6992784	234.8874016	0.0500	-1413.650912
11458	495	Tmi	390.2	104.8	0.004313	0.000004	1.6829326	0.0004192	999.0000	-1413.650912
11458	495	Tsi	390.2	104.8	0.008267	0.072028	3.2257834	7.5485344	0.1148	-1413.650912
11460	1836	Cid	1408.8	427.2	0.011473	0.090703	16.1631624	38.7483216	0.1265	-5154.184306
11460	1836	Dre	1408.8	427.2	0.026424	0.497212	37.2261312	212.4089664	0.0531	-5154.184306
11460	1836	Ipu	1408.8	427.2	0.065285	1.071770	91.973508	457.860144	0.0609	-5154.184306
11460	1836	Tmi	1408.8	427.2	0.006318	0.069472	8.9007984	29.6784384	0.0909	-5154.184306
11460	1836	Tsi	1408.8	427.2	0.006768	0.017822	9.5347584	7.6135584	0.3797	-5154.184306
11462	438	Cid	328.9	109.1	0.000007	0.067652	0.0023023	7.3808332	0.0001	-1243.506007
11462	438	Dre	328.9	109.1	0.029060	0.603342	9.557834	65.8246122	0.0482	-1243.506007
11462	438	Ipu	328.9	109.1	0.078854	1.447589	25.9350806	157.9319599	0.0545	-1243.506007
11462	438	Tmi	328.9	109.1	0.003159	0.068568	1.0389951	7.4807688	0.0461	-1243.506007
11462	438	Tsi	328.9	109.1	0.003209	0.100881	1.0554401	11.0061171	0.0318	-1243.506007
11463	1056	Cid	810.2	245.8	0.004796	0.177566	3.8857192	43.6457228	0.0270	-2577.056792
11463	1056	Dre	810.2	245.8	0.001661	0.322879	1.3457422	79.3636582	0.0051	-2577.056792
11463	1056	Ipu	810.2	245.8	0.020184	0.842511	16.3530768	207.0892038	0.0240	-2577.056792
11463	1056	Tmi	810.2	245.8	0.001260	0.023465	1.020852	5.767697	0.0537	-2577.056792
11463	1056	Tsi	810.2	245.8	0.001266	0.050057	1.0257132	12.3040106	0.0253	-2577.056792
11465	1791	Cid	1256.6	534.4	0.020639	0.146488	25.9349674	78.2831872	0.1409	-6294.313404
11465	1791	Dre	1256.6	534.4	0.035996	0.332183	45.2325736	177.5185952	0.1084	-6294.313404
11465	1791	Ipu	1256.6	534.4	0.210436	1.480218	264.4338776	791.0284992	0.1422	-6294.313404
11465	1791	Tmi	1256.6	534.4	0.024875	0.064677	31.257925	34.5633888	0.3846	-6294.313404
11465	1791	Tsi	1256.6	534.4	0.005280	0.034067	6.634848	18.2054048	0.1550	-6294.313404
11466	1029	Cid	785.8	243.2	0.011023	0.280782	8.6618734	68.2861824	0.0393	-2822.888043
11466	1029	Dre	785.8	243.2	0.006091	0.261704	4.7863078	63.6464128	0.0233	-2822.888043
11466	1029	Ipu	785.8	243.2	0.102213	1.195514	80.3189754	290.7490048	0.0855	-2822.888043
11466	1029	Tmi	785.8	243.2	0.006386	0.043184	5.0181188	10.5023488	0.1479	-2822.888043
11466	1029	Tsi	785.8	243.2	0.000005	0.046495	0.003929	11.307584	0.0001	-2822.888043
11467	492	Cid	358.9	133.1	0.000014	0.138400	0.0050246	18.42104	0.0001	-1291.239349
11467	492	Dre	358.9	133.1	0.008416	0.262887	3.0205024	34.9902597	0.0320	-1291.239349
11467	492	Ipu	358.9	133.1	0.027751	0.891736	9.9598339	118.6900616	0.0311	-1291.239349
11467	492	Tmi	358.9	133.1	0.012235	0.066021	4.3911415	8.7873951	0.1853	-1291.239349
11467	492	Tsi	358.9	133.1	0.013721	0.061286	4.9244669	8.1571666	0.2239	-1291.239349
1147	1383	Cid	1016.1	366.9	0.009534	0.136017	9.6874974	49.9046373	0.0701	-3715.888854
1147	1383	Dre	1016.1	366.9	0.011515	0.357151	11.7003915	131.0387019	0.0322	-3715.888854
1147	1383	Ipu	1016.1	366.9	0.052346	1.106640	53.1887706	406.026216	0.0473	-3715.888854
1147	1383	Tmi	1016.1	366.9	0.006894	0.071226	7.0049934	26.1328194	0.0968	-3715.888854
1147	1383	Tsi	1016.1	366.9	0.001953	0.018913	1.9844433	6.9391797	0.1033	-3715.888854
11471	804	Cid	596.4	207.6	0.041660	0.200474	24.846024	41.6184024	0.2078	-3017.845472
11471	804	Dre	596.4	207.6	0.058099	0.252534	34.6502436	52.4260584	0.2301	-3017.845472
11471	804	Ipu	596.4	207.6	0.276070	1.191367	164.648148	247.3277892	0.2317	-3017.845472
11471	804	Tmi	596.4	207.6	0.021383	0.017020	12.7528212	3.533352	1.2563	-3017.845472
11471	804	Tsi	596.4	207.6	0.020099	0.074110	11.9870436	15.385236	0.2712	-3017.845472
11472	933	Cid	692.8	240.2	0.006804	0.159759	4.7138112	38.3741118	0.0426	-2396.586627
11472	933	Dre	692.8	240.2	0.013986	0.270077	9.6895008	64.8724954	0.0518	-2396.586627
11472	933	Ipu	692.8	240.2	0.032874	1.129907	22.7751072	271.4036614	0.0291	-2396.586627
11472	933	Tmi	692.8	240.2	0.004508	0.050227	3.1231424	12.0645254	0.0898	-2396.586627
11472	933	Tsi	692.8	240.2	0.002739	0.035685	1.8975792	8.571537	0.0767	-2396.586627
11473	1773	Cid	1288.1	484.9	0.017187	0.069123	22.1385747	33.5177427	0.2486	-5803.211544
11473	1773	Dre	1288.1	484.9	0.040770	0.265137	52.515837	128.5649313	0.1538	-5803.211544
11473	1773	Ipu	1288.1	484.9	0.168599	1.173416	217.1723719	568.9894184	0.1437	-5803.211544
11473	1773	Tmi	1288.1	484.9	0.021683	0.028640	27.9298723	13.887536	0.7571	-5803.211544
11473	1773	Tsi	1288.1	484.9	0.009316	0.043617	11.9999396	21.1498833	0.2136	-5803.211544
11474	690	Cid	533.9	156.1	0.034858	0.055239	18.6106862	8.6228079	0.6310	-1898.372951
11474	690	Dre	533.9	156.1	0.037748	0.190331	20.1536572	29.7106691	0.1983	-1898.372951
11474	690	Ipu	533.9	156.1	0.086516	0.863800	46.1908924	134.83918	0.1002	-1898.372951
11474	690	Tmi	533.9	156.1	0.001898	0.047569	1.0133422	7.4255209	0.0399	-1898.372951
11474	690	Tsi	533.9	156.1	0.001897	0.000002	1.0128083	0.0003122	999.0000	-1898.372951
11477	657	Cid	494.0	163.0	0.000006	0.059566	0.002964	9.709258	0.0001	-1559.606963
11477	657	Dre	494.0	163.0	0.002002	0.067975	0.988988	11.079925	0.0295	-1559.606963
11477	657	Ipu	494.0	163.0	0.043426	3.361442	21.452444	547.915046	0.0129	-1559.606963
11477	657	Tmi	494.0	163.0	0.008649	0.070951	4.272606	11.565013	0.1219	-1559.606963
11477	657	Tsi	494.0	163.0	0.000005	0.048656	0.00247	7.930928	0.0001	-1559.606963
11478	669	Cid	497.5	171.5	0.022167	0.137904	11.0280825	23.650536	0.1607	-2310.453652
11478	669	Dre	497.5	171.5	0.040384	0.192543	20.09104	33.0211245	0.2097	-2310.453652
11478	669	Ipu	497.5	171.5	0.201062	2.059830	100.028345	353.260845	0.0976	-2310.453652
11478	669	Tmi	497.5	171.5	0.017597	0.099649	8.7545075	17.0898035	0.1766	-2310.453652
11478	669	Tsi	497.5	171.5	0.025797	0.025476	12.8340075	4.369134	1.0126	-2310.453652
11479	2163	Cid	1553.7	609.3	0.027611	0.068534	42.8992107	41.7577662	0.4029	-6868.334463
11479	2163	Dre	1553.7	609.3	0.034760	0.183356	54.006612	111.7188108	0.1896	-6868.334463
11479	2163	Ipu	1553.7	609.3	0.159890	0.755555	248.421093	460.3596615	0.2116	-6868.334463
11479	2163	Tmi	1553.7	609.3	0.013466	0.041796	20.9221242	25.4663028	0.3222	-6868.334463
11479	2163	Tsi	1553.7	609.3	0.008896	0.017064	13.8217152	10.3970952	0.5213	-6868.334463
11480	1263	Cid	920.0	343.0	0.008384	0.140163	7.71328	48.075909	0.0598	-3483.286266
11480	1263	Dre	920.0	343.0	0.020988	0.262759	19.30896	90.126337	0.0799	-3483.286266
11480	1263	Ipu	920.0	343.0	0.069101	0.653148	63.57292	224.029764	0.1058	-3483.286266
11480	1263	Tmi	920.0	343.0	0.014719	0.051317	13.54148	17.601731	0.2868	-3483.286266
11480	1263	Tsi	920.0	343.0	0.002954	0.051353	2.71768	17.614079	0.0575	-3483.286266
11483	3549	Cid	2572.1	976.9	0.001199	0.098969	3.0839479	96.6828161	0.0121	-8314.847865
11483	3549	Dre	2572.1	976.9	0.000806	0.179066	2.0731126	174.9295754	0.0045	-8314.847865
11483	3549	Ipu	2572.1	976.9	0.011107	0.992105	28.5683147	969.1873745	0.0112	-8314.847865
11483	3549	Tmi	2572.1	976.9	0.001153	0.052031	2.9656313	50.8290839	0.0222	-8314.847865
11483	3549	Tsi	2572.1	976.9	0.000407	0.019244	1.0468447	18.7994636	0.0211	-8314.847865
11485	489	Cid	390.7	98.3	0.000002	0.016797	0.0007814	1.6511451	0.0001	-1314.619996
11485	489	Dre	390.7	98.3	0.031410	0.332996	12.271887	32.7335068	0.0943	-1314.619996
11485	489	Ipu	390.7	98.3	0.059491	1.582491	23.2431337	155.5588653	0.0376	-1314.619996
11485	489	Tmi	390.7	98.3	0.000012	0.124091	0.0046884	12.1981453	0.0001	-1314.619996
11485	489	Tsi	390.7	98.3	0.005009	0.068557	1.9570163	6.7391531	0.0731	-1314.619996
11488	666	Cid	491.7	174.3	0.007933	0.231375	3.9006561	40.3286625	0.0343	-2055.230341
11488	666	Dre	491.7	174.3	0.030857	0.459421	15.1723869	80.0770803	0.0672	-2055.230341
11488	666	Ipu	491.7	174.3	0.088239	0.928646	43.3871163	161.8629978	0.0950	-2055.230341
11488	666	Tmi	491.7	174.3	0.012686	0.109713	6.2377062	19.1229759	0.1156	-2055.230341
11488	666	Tsi	491.7	174.3	0.006296	0.008135	3.0957432	1.4179305	0.7739	-2055.230341
11490	441	Cid	321.3	119.7	0.018895	0.083847	6.0709635	10.0364859	0.2253	-1346.110041
11490	441	Dre	321.3	119.7	0.032030	0.296856	10.291239	35.5336632	0.1079	-1346.110041
11490	441	Ipu	321.3	119.7	0.100543	1.076566	32.3044659	128.8649502	0.0934	-1346.110041
11490	441	Tmi	321.3	119.7	0.018664	0.034851	5.9967432	4.1716647	0.5355	-1346.110041
11490	441	Tsi	321.3	119.7	0.010474	0.037552	3.3652962	4.4949744	0.2789	-1346.110041
11491	3771	Cid	2806.3	964.7	0.022928	0.106981	64.3428464	103.2045707	0.2143	-12209.182335
11491	3771	Dre	2806.3	964.7	0.043243	0.311646	121.3528309	300.6448962	0.1388	-12209.182335
11491	3771	Ipu	2806.3	964.7	0.152467	1.068550	427.8681421	1030.830185	0.1427	-12209.182335
11491	3771	Tmi	2806.3	964.7	0.017370	0.075982	48.745431	73.2998354	0.2286	-12209.182335
11491	3771	Tsi	2806.3	964.7	0.009768	0.015472	27.4119384	14.9258384	0.6313	-12209.182335
11492	861	Cid	665.7	195.3	0.001359	0.093443	0.9046863	18.2494179	0.0145	-2312.129589
11492	861	Dre	665.7	195.3	0.044410	0.691028	29.563737	134.9577684	0.0643	-2312.129589
11492	861	Ipu	665.7	195.3	0.044056	0.843820	29.3280792	164.798046	0.0522	-2312.129589
11492	861	Tmi	665.7	195.3	0.001521	0.076135	1.0125297	14.8691655	0.0200	-2312.129589
11492	861	Tsi	665.7	195.3	0.000002	0.023944	0.0013314	4.6762632	0.0001	-2312.129589
11493	1671	Cid	1255.0	416.0	0.056912	0.172738	71.42456	71.859008	0.3295	-6225.394560
11493	1671	Dre	1255.0	416.0	0.063035	0.319771	79.108925	133.024736	0.1971	-6225.394560
11493	1671	Ipu	1255.0	416.0	0.255061	0.979628	320.101555	407.525248	0.2604	-6225.394560
11493	1671	Tmi	1255.0	416.0	0.022493	0.053777	28.228715	22.371232	0.4183	-6225.394560
11493	1671	Tsi	1255.0	416.0	0.023302	0.082412	29.24401	34.283392	0.2828	-6225.394560
11495	507	Cid	401.8	105.2	0.013144	0.166642	5.2812592	17.5307384	0.0789	-1375.911950
11495	507	Dre	401.8	105.2	0.007552	0.389320	3.0343936	40.956464	0.0194	-1375.911950
11495	507	Ipu	401.8	105.2	0.153817	1.589905	61.8036706	167.258006	0.0967	-1375.911950
11495	507	Tmi	401.8	105.2	0.005149	0.021734	2.0688682	2.2864168	0.2369	-1375.911950
11495	507	Tsi	401.8	105.2	0.007670	0.059794	3.081806	6.2903288	0.1283	-1375.911950
11499	558	Cid	463.5	94.5	0.000031	0.310553	0.0143685	29.3472585	0.0001	-1343.745011
11499	558	Dre	463.5	94.5	0.009080	0.583448	4.20858	55.135836	0.0156	-1343.745011
11499	558	Ipu	463.5	94.5	0.035523	2.369948	16.4649105	223.960086	0.0150	-1343.745011
11499	558	Tmi	463.5	94.5	0.002116	0.107516	0.980766	10.160262	0.0197	-1343.745011
11499	558	Tsi	463.5	94.5	0.002156	0.102941	0.999306	9.7279245	0.0209	-1343.745011
1150	822	Cid	597.7	224.3	0.002887	0.060733	1.7255599	13.6224119	0.0475	-2170.443543
1150	822	Dre	597.7	224.3	0.004455	0.259078	2.6627535	58.1111954	0.0172	-2170.443543
1150	822	Ipu	597.7	224.3	0.085734	1.523339	51.2432118	341.6849377	0.0563	-2170.443543
1150	822	Tmi	597.7	224.3	0.005079	0.053322	3.0357183	11.9601246	0.0952	-2170.443543
1150	822	Tsi	597.7	224.3	0.001762	0.034326	1.0531474	7.6993218	0.0513	-2170.443543
11501	1140	Cid	830.3	309.7	0.008442	0.072311	7.0093926	22.3947167	0.1167	-3260.765254
11501	1140	Dre	830.3	309.7	0.019566	0.268245	16.2456498	83.0754765	0.0729	-3260.765254
11501	1140	Ipu	830.3	309.7	0.113174	1.301700	93.9683722	403.13649	0.0869	-3260.765254
11501	1140	Tmi	830.3	309.7	0.012534	0.019137	10.4069802	5.9267289	0.6550	-3260.765254
11501	1140	Tsi	830.3	309.7	0.005951	0.036911	4.9411153	11.4313367	0.1612	-3260.765254
11502	2958	Cid	2263.8	694.2	0.007652	0.102550	17.3225976	71.19021	0.0746	-8303.877082
11502	2958	Dre	2263.8	694.2	0.016695	0.353878	37.794141	245.6621076	0.0472	-8303.877082
11502	2958	Ipu	2263.8	694.2	0.079974	1.351377	181.0451412	938.1259134	0.0592	-8303.877082
11502	2958	Tmi	2263.8	694.2	0.009527	0.069430	21.5672226	48.198306	0.1372	-8303.877082
11502	2958	Tsi	2263.8	694.2	0.004149	0.043114	9.3925062	29.9297388	0.0962	-8303.877082
11504	3408	Cid	2613.6	794.4	0.003864	0.137318	10.0989504	109.0854192	0.0281	-8877.074619
11504	3408	Dre	2613.6	794.4	0.011163	0.306452	29.1756168	243.4454688	0.0364	-8877.074619
11504	3408	Ipu	2613.6	794.4	0.054701	1.418050	142.9665336	1126.49892	0.0386	-8877.074619
11504	3408	Tmi	2613.6	794.4	0.007469	0.054225	19.5209784	43.07634	0.1378	-8877.074619
11504	3408	Tsi	2613.6	794.4	0.003473	0.027386	9.0770328	21.7554384	0.1268	-8877.074619
11505	579	Cid	420.8	158.2	0.007521	0.103008	3.1648368	16.2958656	0.0730	-1808.049687
11505	579	Dre	420.8	158.2	0.038003	0.290536	15.9916624	45.9627952	0.1308	-1808.049687
11505	579	Ipu	420.8	158.2	0.147712	1.062559	62.1572096	168.0968338	0.1390	-1808.049687
11505	579	Tmi	420.8	158.2	0.014523	0.053185	6.1112784	8.413867	0.2731	-1808.049687
11505	579	Tsi	420.8	158.2	0.004478	0.055946	1.8843424	8.8506572	0.0800	-1808.049687
11506	1293	Cid	937.8	355.2	0.019586	0.107163	18.3677508	38.0642976	0.1828	-4019.894559
11506	1293	Dre	937.8	355.2	0.020562	0.209417	19.2830436	74.3849184	0.0982	-4019.894559
11506	1293	Ipu	937.8	355.2	0.171720	1.108999	161.039016	393.9164448	0.1548	-4019.894559
11506	1293	Tmi	937.8	355.2	0.010754	0.030683	10.0851012	10.8986016	0.3505	-4019.894559
11506	1293	Tsi	937.8	355.2	0.004367	0.046550	4.0953726	16.53456	0.0938	-4019.894559
11507	969	Cid	752.5	216.5	0.010972	0.130033	8.25643	28.1521445	0.0844	-2800.983580
11507	969	Dre	752.5	216.5	0.015551	0.234080	11.7021275	50.67832	0.0664	-2800.983580
11507	969	Ipu	752.5	216.5	0.103874	0.981400	78.165185	212.4731	0.1058	-2800.983580
11507	969	Tmi	752.5	216.5	0.012019	0.022413	9.0442975	4.8524145	0.5362	-2800.983580
11507	969	Tsi	752.5	216.5	0.004505	0.087109	3.3900125	18.8590985	0.0517	-2800.983580
11508	1587	Cid	1157.8	429.2	0.025893	0.127716	29.9789154	54.8157072	0.2027	-5143.265384
11508	1587	Dre	1157.8	429.2	0.030368	0.448547	35.1600704	192.5163724	0.0677	-5143.265384
11508	1587	Ipu	1157.8	429.2	0.175709	1.655077	203.4358802	710.3590484	0.1062	-5143.265384
11508	1587	Tmi	1157.8	429.2	0.010797	0.048486	12.5007666	20.8101912	0.2227	-5143.265384
11508	1587	Tsi	1157.8	429.2	0.008811	0.015911	10.2013758	6.8290012	0.5538	-5143.265384
11510	963	Cid	718.7	244.3	0.017525	0.120407	12.5952175	29.4154301	0.1455	-2902.152670
11510	963	Dre	718.7	244.3	0.042261	0.357321	30.3729807	87.2935203	0.1183	-2902.152670
11510	963	Ipu	718.7	244.3	0.064204	1.091736	46.1434148	266.7111048	0.0588	-2902.152670
11510	963	Tmi	718.7	244.3	0.005086	0.091277	3.6553082	22.2989711	0.0557	-2902.152670
11510	963	Tsi	718.7	244.3	0.009433	0.036716	6.7794971	8.9697188	0.2569	-2902.152670
11511	3540	Cid	2580.5	959.5	0.055892	0.110802	144.229306	106.314519	0.5044	-13934.426388
11511	3540	Dre	2580.5	959.5	0.134878	0.344747	348.052679	330.7847465	0.3912	-13934.426388
11511	3540	Ipu	2580.5	959.5	0.328360	0.896342	847.33298	860.040149	0.3663	-13934.426388
11511	3540	Tmi	2580.5	959.5	0.029823	0.049018	76.9582515	47.032771	0.6084	-13934.426388
11511	3540	Tsi	2580.5	959.5	0.021757	0.030654	56.1439385	29.412513	0.7097	-13934.426388
11512	1560	Cid	1218.6	341.4	0.009852	0.148688	12.0056472	50.7620832	0.0663	-4374.536970
11512	1560	Dre	1218.6	341.4	0.012550	0.273957	15.29343	93.5289198	0.0458	-4374.536970
11512	1560	Ipu	1218.6	341.4	0.068984	1.196461	84.0639024	408.4717854	0.0577	-4374.536970
11512	1560	Tmi	1218.6	341.4	0.010427	0.072528	12.7063422	24.7610592	0.1438	-4374.536970
11512	1560	Tsi	1218.6	341.4	0.009959	0.027583	12.1360374	9.4168362	0.3611	-4374.536970
11513	534	Cid	388.4	145.6	0.008538	0.100736	3.3161592	14.6671616	0.0848	-1554.522050
11513	534	Dre	388.4	145.6	0.053666	0.224420	20.8438744	32.675552	0.2391	-1554.522050
11513	534	Ipu	388.4	145.6	0.090633	0.819107	35.2018572	119.2619792	0.1106	-1554.522050
11513	534	Tmi	388.4	145.6	0.019178	0.073832	7.4487352	10.7499392	0.2597	-1554.522050
11513	534	Tsi	388.4	145.6	0.003076	0.021275	1.1947184	3.09764	0.1446	-1554.522050
11516	312	Cid	243.2	68.8	0.028311	0.199814	6.8852352	13.7472032	0.1417	-1022.124688
11516	312	Dre	243.2	68.8	0.010470	0.093382	2.546304	6.4246816	0.1121	-1022.124688
11516	312	Ipu	243.2	68.8	0.064373	0.770553	15.6555136	53.0140464	0.0835	-1022.124688
11516	312	Tmi	243.2	68.8	0.001872	0.105006	0.4552704	7.2244128	0.0178	-1022.124688
11516	312	Tsi	243.2	68.8	0.182659	0.313011	44.4226688	21.5351568	0.5836	-1022.124688
11517	1506	Cid	1099.1	406.9	0.015395	0.182450	16.9206445	74.238905	0.0844	-4896.794142
11517	1506	Dre	1099.1	406.9	0.044960	0.297035	49.415536	120.8635415	0.1514	-4896.794142
11517	1506	Ipu	1099.1	406.9	0.142138	1.073277	156.2238758	436.7164113	0.1324	-4896.794142
11517	1506	Tmi	1099.1	406.9	0.012955	0.062673	14.2388405	25.5016437	0.2067	-4896.794142
11517	1506	Tsi	1099.1	406.9	0.022145	0.042359	24.3395695	17.2358771	0.5228	-4896.794142
11518	1839	Cid	1414.4	424.6	0.012897	0.243057	18.2415168	103.2020022	0.0531	-5474.763575
11518	1839	Dre	1414.4	424.6	0.034672	0.549985	49.0400768	233.523631	0.0630	-5474.763575
11518	1839	Ipu	1414.4	424.6	0.076322	1.054706	107.9498368	447.8281676	0.0724	-5474.763575
11518	1839	Tmi	1414.4	424.6	0.014390	0.031103	20.353216	13.2063338	0.4627	-5474.763575
11518	1839	Tsi	1414.4	424.6	0.003604	0.063825	5.0974976	27.100095	0.0565	-5474.763575
11520	1482	Cid	1090.2	391.8	0.010782	0.099755	11.7545364	39.084009	0.1081	-4419.158250
11520	1482	Dre	1090.2	391.8	0.037005	0.235814	40.342851	92.3919252	0.1569	-4419.158250
11520	1482	Ipu	1090.2	391.8	0.106998	2.796783	116.6492196	1095.7795794	0.0383	-4419.158250
11520	1482	Tmi	1090.2	391.8	0.008299	0.032700	9.0475698	12.81186	0.2538	-4419.158250
11520	1482	Tsi	1090.2	391.8	0.006812	0.042162	7.4264424	16.5190716	0.1616	-4419.158250
11521	1575	Cid	1098.8	476.2	0.012505	0.098510	13.740494	46.910462	0.1269	-4760.575181
11521	1575	Dre	1098.8	476.2	0.025103	0.304445	27.5831764	144.976709	0.0825	-4760.575181
11521	1575	Ipu	1098.8	476.2	0.123001	1.899112	135.1534988	904.3571344	0.0648	-4760.575181
11521	1575	Tmi	1098.8	476.2	0.009326	0.054551	10.2474088	25.9771862	0.1710	-4760.575181
11521	1575	Tsi	1098.8	476.2	0.002784	0.017639	3.0590592	8.3996918	0.1578	-4760.575181
11524	1353	Cid	967.1	385.9	0.021373	0.102404	20.6698283	39.5177036	0.2087	-4242.143082
11524	1353	Dre	967.1	385.9	0.020178	0.260760	19.5141438	100.627284	0.0774	-4242.143082
11524	1353	Ipu	967.1	385.9	0.135649	1.977375	131.1861479	763.0690125	0.0686	-4242.143082
11524	1353	Tmi	967.1	385.9	0.010506	0.054005	10.1603526	20.8405295	0.1945	-4242.143082
11524	1353	Tsi	967.1	385.9	0.004400	0.030070	4.25524	11.604013	0.1463	-4242.143082
11525	3027	Cid	2258.5	768.5	0.018249	0.116525	41.2153665	89.5494625	0.1566	-9445.600512
